Page URL,Page Title,ILR,Raw ILR,Unique Pageviews,Crawl Depth,HTTP Status Code,"Page (HTML) Load Time, sec",Schema.org (Microdata),Schema.org (JSON-LD),Open Graph,Twitter Cards,Microformats,Canonicalization,In sitemap,Incoming Internal Links,Outgoing Internal Links,Outgoing External Links,AMP link,Hreflang Links,Hreflang Issues,JS and CSS Number,"JS and CSS Size, KB",Issues,Description,Blocked AI search bots
https://www.webnovis.com/contatti.html?piano=seo-crescita,Contatti WebNovis a Rho: Sede e Preventivi,7,0.005437659635718279,n/a,2,200,0.106,0,1,1,0,0,Canonical to other page,0,1,22,8,0,1,1,12,63,4,"contatta webnovis a rho: sede, email, telefono, whatsapp e modulo per richiedere un preventivo su siti web, e-commerce, branding, seo e social media.",
https://www.webnovis.com/contatti.html?servizio=chatbot-ai,Contatti WebNovis a Rho: Sede e Preventivi,7,0.005437659635718279,n/a,2,200,0.112,0,1,1,0,0,Canonical to other page,0,1,22,8,0,1,1,12,63,4,"contatta webnovis a rho: sede, email, telefono, whatsapp e modulo per richiedere un preventivo su siti web, e-commerce, branding, seo e social media.",
https://www.webnovis.com/contatti.html?servizio=cms,Contatti WebNovis a Rho: Sede e Preventivi,7,0.005437659635718279,n/a,2,200,0.128,0,1,1,0,0,Canonical to other page,0,1,22,8,0,1,1,12,63,4,"contatta webnovis a rho: sede, email, telefono, whatsapp e modulo per richiedere un preventivo su siti web, e-commerce, branding, seo e social media.",
https://www.webnovis.com/contatti.html?servizio=copywriting,Contatti WebNovis a Rho: Sede e Preventivi,7,0.005437659635718279,n/a,2,200,0.107,0,1,1,0,0,Canonical to other page,0,1,22,8,0,1,1,12,63,4,"contatta webnovis a rho: sede, email, telefono, whatsapp e modulo per richiedere un preventivo su siti web, e-commerce, branding, seo e social media.",
https://www.webnovis.com/contatti.html?servizio=email-marketing,Contatti WebNovis a Rho: Sede e Preventivi,7,0.005437659635718279,n/a,2,200,0.114,0,1,1,0,0,Canonical to other page,0,1,22,8,0,1,1,12,63,4,"contatta webnovis a rho: sede, email, telefono, whatsapp e modulo per richiedere un preventivo su siti web, e-commerce, branding, seo e social media.",
https://www.webnovis.com/contatti.html?servizio=ricerca-mercato,Contatti WebNovis a Rho: Sede e Preventivi,7,0.005437659635718279,n/a,2,200,0.113,0,1,1,0,0,Canonical to other page,0,1,22,8,0,1,1,12,63,4,"contatta webnovis a rho: sede, email, telefono, whatsapp e modulo per richiedere un preventivo su siti web, e-commerce, branding, seo e social media.",
https://www.webnovis.com/contatti.html?servizio=seo-onpage,Contatti WebNovis a Rho: Sede e Preventivi,7,0.005437659635718279,n/a,2,200,0.11,0,1,1,0,0,Canonical to other page,0,1,22,8,0,1,1,12,63,4,"contatta webnovis a rho: sede, email, telefono, whatsapp e modulo per richiedere un preventivo su siti web, e-commerce, branding, seo e social media.",
https://www.webnovis.com/contatti.html?servizio=shooting,Contatti WebNovis a Rho: Sede e Preventivi,7,0.005437659635718279,n/a,2,200,0.112,0,1,1,0,0,Canonical to other page,0,1,22,8,0,1,1,12,63,4,"contatta webnovis a rho: sede, email, telefono, whatsapp e modulo per richiedere un preventivo su siti web, e-commerce, branding, seo e social media.",
https://www.webnovis.com/ecommerce-legnano.html,E-commerce a Legnano: Shopify | WebNovis,5,0.005433565360236513,n/a,2,200,0.15,0,1,1,1,0,Self-canonical,1,2,27,7,0,1,0,10,55,1,"e-commerce a legnano per negozi e brand locali: shopify, woocommerce o custom con seo integrata, ux orientata alle vendite e preventivo rapido.",
https://www.webnovis.com/social-media-legnano.html,Social media a Legnano: contenuti e Meta Ads | WebNovis,4,0.005420017294684554,n/a,2,200,0.111,0,1,1,1,0,Self-canonical,1,2,22,7,0,1,0,10,55,1,"social media marketing a legnano per pmi e professionisti: contenuti, creatività, analisi competitor e campagne meta ads orientate ai contatti.",
https://www.webnovis.com/seo-locale-rozzano.html,SEO locale a Rozzano: Google Maps e contatti | WebNovis,3,0.005416519922286045,n/a,2,200,0.14,0,1,1,1,0,Self-canonical,1,2,20,7,0,1,0,10,55,1,"seo locale a rozzano per attività e professionisti: google business profile, pagine locali, segnali di fiducia e richieste qualificate da maps.",
https://www.webnovis.com/ecommerce-limbiate.html,E-commerce a Limbiate | WebNovis,1,0.005340082254098018,n/a,2,200,0.165,0,1,1,1,0,Self-canonical,1,1,21,7,0,1,0,10,55,2,"e-commerce su misura a limbiate per arredamento e artigianato: catalogo visivo, preventivi e spedizioni. da €3.500.",
https://www.webnovis.com/seo-locale-parabiago.html,SEO locale a Parabiago | WebNovis,1,0.005340082254098018,n/a,2,200,0.11,0,1,1,1,0,Self-canonical,1,1,25,7,0,1,0,10,55,2,"seo locale a parabiago per artigianato, calzaturiero e commercio: scheda google, ricerche di zona e contenuti locali. da €400/mese.",
https://webnovis.com/,,-,0.0,n/a,0,301,0.005,0,0,0,0,0,-,0,0,1,0,0,-,-,0,0,0,-,
https://webnovis.com/llms.txt,,-,-,n/a,0,301,0.005,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,0,-,
https://webnovis.com/robots.txt,,-,-,n/a,0,301,0.019,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,0,-,n/a
https://www.webnovis.com/llms.txt,,-,-,n/a,0,200,0.111,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,0,-,
https://www.webnovis.com/robots.txt,,-,-,n/a,0,200,0.309,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,0,-,n/a
https://www.webnovis.com/sitemap.xml,,-,-,n/a,0,200,0.11,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,1,-,
